"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus Code","Time Zone","Price","Note","Amenities","Hotel Class","Phone","Phones","Claimed","Owner","Owner Id","Owner Link","Email","Social Medias","Review Count","Average Rating","Review URL","Google Maps URL","Google Knowledge URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id","Kgmid"
"Healesville Sanctuary (Zoos Victoria)","Zoo dedicated to Australian wildlife offering indoor & outdoor playgrounds, plus cafes & shops.","Glen Eadie Ave, Healesville VIC 3777","Glen Eadie Ave","Healesville VIC 3777","Zoo, Tourist attraction, Wildlife rescue service, Wildlife Sanctuary","Service options: [On-site services], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Amenities: [Picnic tables, Public toilet, Slides], Children: [Good for kids, Good for kids birthday, Playground]","4RJ78G9J+5H","Australia/Melbourne",,,,,"1300 966 784","1300 966 784, +61 1300 966 784","YES","Healesville Sanctuary (Zoos Victoria) (owner)","101870649192033186056","https://www.google.com/maps/contrib/101870649192033186056","","",9936,4.6,"https://search.google.com/local/reviews?placeid=ChIJs4tV8FUqKGsRAEIxBXZWBA8&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=1082084875369005568","https://www.google.com/search?kgmid=/m/01km0v",-37.6820905,145.53144749999998,"http://www.zoo.org.au/healesville","zoo.org.au","Thursday: [9 am-5 pm], Friday: [9 am-5 pm], Saturday: [9 am-5 pm], Sunday: [9 am-5 pm], Monday: [9 am-5 pm], Tuesday: [9 am-5 pm], Wednesday: [9 am-5 pm]","https://lh5.googleusercontent.com/p/AF1QipMclSyVR77RgqzvMreYWkx_AIaJleR5hS9fcl70=w138-h92-k-no","1082084875369005568","0x6b282a55f0558bb3:0xf04567605314200","ChIJs4tV8FUqKGsRAEIxBXZWBA8","/m/01km0v"
"Greswell Wildlife Reserve",,"LOT RES38 Forestwood Dr, Macleod VIC 3085","LOT RES38 Forestwood Dr","Macleod VIC 3085","Wildlife park","Accessibility: [No wheelchair-accessible entrance], Children: [Good for kids]","4RJ773QC+82","Australia/Melbourne",,,,,"13 19 63","13 19 63, +61 131963","NO","Greswell Wildlife Reserve (owner)",,"",,"",128,4.6,"https://search.google.com/local/reviews?placeid=ChIJPzIdaqJI1moRHScQxIK10ac&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=12092646047706261277","https://www.google.com/search?kgmid=/g/11bw65w4sp",-37.7117477,145.070056,,,"Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours], Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours]","https://lh5.googleusercontent.com/p/AF1QipObMTVofh_zfzoFu9nGCiJSljDyUrL1OwnGHCaY=w122-h92-k-no","12092646047706261277","0x6ad648a26a1d323f:0xa7d1b582c410271d","ChIJPzIdaqJI1moRHScQxIK10ac","/g/11bw65w4sp"
"Safari Station",,"Unnamed Road, Werribee South VIC 3030","Unnamed Road","Werribee South VIC 3030","Tourist attraction","Service options: [On-site services], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Planning: [Getting tickets in advance recommended], Children: [Good for kids]","4RJ63MH8+HH","Australia/Melbourne",,,,,,"","NO","Safari Station (owner)",,"","","",312,4.7,"https://search.google.com/local/reviews?placeid=ChIJddqcKdGF1moRULregTJFVfA&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=17317824025352649296","https://www.google.com/search?kgmid=/g/11qpgmjcp_",-37.9210862,144.6664744,"https://www.zoo.org.au/werribee/free-safari-bus/","zoo.org.au","Thursday: [9 am-5 pm], Friday: [9 am-5 pm], Saturday: [9 am-5 pm], Sunday: [9 am-5 pm], Monday: [9 am-5 pm], Tuesday: [9 am-5 pm], Wednesday: [9 am-5 pm]","https://lh5.googleusercontent.com/p/AF1QipP6sBVUy0ZjW2V_rUqiLj0WQdbCBny4AqTRwG5P=w80-h99-k-no","17317824025352649296","0x6ad685d1299cda75:0xf055453281deba50","ChIJddqcKdGF1moRULregTJFVfA","/g/11qpgmjcp_"
"Nesting Island",,"Ruffey Lake","Ruffey Lake","","Wildlife park","Children: [Good for kids]","4RJ764GP+MG","Australia/Melbourne",,,,,,"","NO","Nesting Island (owner)",,"",,"",17,4.5,"https://search.google.com/local/reviews?placeid=ChIJ6YrdtYBH1moRTRmprjadCWc&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7424638318881085773","https://www.google.com/search?kgmid=/g/11bwn6pjzv",-37.773283299999996,145.1362906,,,"","https://lh5.googleusercontent.com/p/AF1QipNefoj0N9AcVTaX2l4PAIqWEV15PEbtcg2THAA=w122-h92-k-no","7424638318881085773","0x6ad64780b5dd8ae9:0x67099d36aea9194d","ChIJ6YrdtYBH1moRTRmprjadCWc","/g/11bwn6pjzv"
"Trin Warren Tam-Boore Bellbird Waterhole",,"Parkville VIC 3052","Parkville VIC 3052","","Wildlife park","Amenities: [Picnic tables, Public toilet], Children: [Good for kids]","4RJ66W9V+28","Australia/Melbourne",,,,,"(03) 9658 9658","(03) 9658 9658, +61 3 9658 9658","NO","Trin Warren Tam-Boore Bellbird Waterhole (owner)",,"","","",147,4.6,"https://search.google.com/local/reviews?placeid=ChIJwWkhINxc1moRGCMNE4DyXd4&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16023229681143456536","https://www.google.com/search?kgmid=/g/12m947v1k",-37.7824046,144.9432707,"http://www.melbourne.vic.gov.au/ParksandActivities/Parks/ReturnToRoyalPark/Pages/ReturntoRoyalPark.aspx","melbourne.vic.gov.au","Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours], Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours]","https://lh5.googleusercontent.com/p/AF1QipM_VaLKjEHv-MYLG42N27r-JPuNmX51u9oq1fsK=w80-h106-k-no","16023229681143456536","0x6ad65cdc202169c1:0xde5df280130d2318","ChIJwWkhINxc1moRGCMNE4DyXd4","/g/12m947v1k"
"Maru Koala and Animal Park","Visitor attraction offering a range of animal experiences & other child-friendly entertainment.","1650 Bass Hwy, Grantville VIC 3984","1650 Bass Hwy","Grantville VIC 3984","Wildlife park, Bistro, Miniature golf course, Tourist attraction","Service options: [On-site services], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Amenities: [Picnic tables, Public toilet], Children: [Good for kids]","4RH7HGJC+V6","Australia/Melbourne",,,,,"(03) 5678 8548","(03) 5678 8548, +61 3 5678 8548","YES","Maru Koala and Animal Park (owner)","117429263376358844958","https://www.google.com/maps/contrib/117429263376358844958","","",3221,4.3,"https://search.google.com/local/reviews?placeid=ChIJwTTInxEHKmsRD5Mn5TaQpIo&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=9990268438861812495","https://www.google.com/search?kgmid=/g/1tdgvkdt",-38.4178133,145.52058599999998,"http://www.marukoalapark.com.au/","marukoalapark.com.au","Thursday: [9:30 am-5 pm], Friday: [9:30 am-5 pm], Saturday: [9:30 am-5 pm], Sunday: [9:30 am-5 pm], Monday: [9:30 am-5 pm], Tuesday: [9:30 am-5 pm], Wednesday: [9:30 am-5 pm]","https://lh5.googleusercontent.com/p/AF1QipMtjswfePTwP_9E2Ty9FI1moe1FmjtRVkemyujy=w138-h92-k-no","9990268438861812495","0x6b2a07119fc834c1:0x8aa49036e527930f","ChIJwTTInxEHKmsRD5Mn5TaQpIo","/g/1tdgvkdt"
"Chocolate Lilly Street Lake",,"Epping VIC 3076","Epping VIC 3076","","Wildlife park","Children: [Good for kids]","4RJ7928C+RG","Australia/Melbourne",,,,,,"","NO","Chocolate Lilly Street Lake (owner)",,"","support@fb.com","",11,4.1,"https://search.google.com/local/reviews?placeid=ChIJJVFgQNBP1moRbBjsniRVpcg&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=14458055794516301932","https://www.google.com/search?kgmid=/g/11h1z8cb1h",-37.6329937,145.0213059,"https://www.facebook.com/Chocolate-Lilly-Street-Lake-506981039473520/","facebook.com","Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours], Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours]","https://lh5.googleusercontent.com/p/AF1QipPaGTiPjCIVhuspoZz3uCNreqs08Xvqg9QFVJ_K=w122-h92-k-no","14458055794516301932","0x6ad64fd040605125:0xc8a555249eec186c","ChIJJVFgQNBP1moRbBjsniRVpcg","/g/11h1z8cb1h"
"Moonlit Sanctuary Wildlife Conservation Park","At this 25-acre zoo, visitors can view rare & endangered Australian animals by day & night.","550 Tyabb-Tooradin Rd, Pearcedale VIC 3912","550 Tyabb-Tooradin Rd","Pearcedale VIC 3912","Wildlife park, Nature preserve, Tourist attraction, Wildlife Sanctuary, Zoo","Service options: [On-site services], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Amenities: [Picnic tables, Public toilet], Planning: [Getting tickets in advance recommended], Children: [Good for kids], Parking: [Free parking lot]","4RH7Q7Q2+H8","Australia/Melbourne",,,,,"(03) 5978 7935","(03) 5978 7935, +61 3 5978 7935","YES","Moonlit Sanctuary Wildlife Conservation Park (owner)","102361351262517679100","https://www.google.com/maps/contrib/102361351262517679100","bookings@moonlit-sanctuary.com, education@moonlitsanctuary.com.au, info@gowest.com.au","",5003,4.6,"https://search.google.com/local/reviews?placeid=ChIJY4zZCcEJ1moRkjyPdQ8d4yI&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2513884969236905106","https://www.google.com/search?kgmid=/m/03chtxk",-38.2110707,145.2508389,"https://moonlitsanctuary.com.au/","moonlitsanctuary.com.au","Thursday: [9:30 am-4 pm], Friday: [9:30 am-4 pm], Saturday: [9:30 am-4 pm], Sunday: [9:30 am-4 pm], Monday: [9:30 am-4 pm], Tuesday: [9:30 am-4 pm], Wednesday: [9:30 am-4 pm]","https://lh5.googleusercontent.com/p/AF1QipOYsGf__lY2KaCIwJUemBsQsF9FFiueLKgmuRc7=w122-h92-k-no","2513884969236905106","0x6ad609c109d98c63:0x22e31d0f758f3c92","ChIJY4zZCcEJ1moRkjyPdQ8d4yI","/m/03chtxk"
"26-Melbourne Zoo/Royal Park",,"Parkville VIC 3052","Parkville VIC 3052","","Tram stop","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet], Amenities: [Toilets], Getting here: [24-hour public transport available]","4RJ66W9X+2M","Australia/Melbourne",,,,,,"","YES","26-Melbourne Zoo/Royal Park (owner)",,"",,"",26,4.6,"https://search.google.com/local/reviews?placeid=ChIJfc78Ytpc1moR7W42KsJT3gw&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=927270666681872109","https://www.google.com/search?kgmid=/g/1tdcrp5r",-37.7824269,144.9492436,,,"","https://lh5.googleusercontent.com/p/AF1QipMhWbdkN-5yAmOFiZ6SwVxzetMWA95cyH3OO7J1=w122-h92-k-no","927270666681872109","0x6ad65cda62fcce7d:0xcde53c22a366eed","ChIJfc78Ytpc1moR7W42KsJT3gw","/g/1tdcrp5r"
"Zoo Events",,"Zoo Events, Elliott Ave, Parkville VIC 3052","Elliott Ave","Parkville VIC 3052","Event venue, Function room facility","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance]","4RJ66W6X+JP","Australia/Melbourne",,,,,"(03) 9285 9440","(03) 9285 9440, +61 3 9285 9440","YES","Zoo Events (owner)","102471474219787652665","https://www.google.com/maps/contrib/102471474219787652665","","",20,4.7,"https://search.google.com/local/reviews?placeid=ChIJJ5AFqdFc1moRBsqyzzV_4Sg&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2945775500371610118","https://www.google.com/search?kgmid=/g/11g7nt4sdk",-37.7884387,144.9493645,"http://zooevents.com.au/","zooevents.com.au","Thursday: [7 am-11:30 pm], Friday: [7 am-11:30 pm], Saturday: [7 am-11:30 pm], Sunday: [7 am-11:30 pm], Monday: [7 am-11:30 pm], Tuesday: [7 am-11:30 pm], Wednesday: [7 am-11:30 pm]","https://lh5.googleusercontent.com/p/AF1QipOQja-biTCNV_Ljury4KrziM1zP1Y2YmcUqNFoK=w137-h92-k-no","2945775500371610118","0x6ad65cd1a9059027:0x28e17f35cfb2ca06","ChIJJ5AFqdFc1moRBsqyzzV_4Sg","/g/11g7nt4sdk"
"Reptile Encounters",,"2 Leslie Ct, Burwood VIC 3125","2 Leslie Ct","Burwood VIC 3125","Zoo, Children's party service, Educational consultant, Event planner","Service options: [On-site services], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Crowd: [LGBTQ+ friendly, Transgender safe space], Planning: [Getting tickets in advance recommended], Children: [Good for kids]","4RJ744R6+CV","Australia/Melbourne",,,,,"1300 427 627","1300 427 627, +61 1300 427 627","YES","Reptile Encounters (owner)","101667444848175543875","https://www.google.com/maps/contrib/101667444848175543875","","",218,4.8,"https://search.google.com/local/reviews?placeid=ChIJVVVVVXBC1moRdta5FueVwzk&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=4162335300371732086","https://www.google.com/search?kgmid=/g/1td_btr8",-37.858976,145.112143,"http://www.reptileencounters.com.au/","reptileencounters.com.au","Thursday: [9 am-5 pm], Friday: [9 am-5 pm], Saturday: [9 am-5 pm], Sunday: [9 am-5 pm], Monday: [9 am-5 pm], Tuesday: [9 am-5 pm], Wednesday: [9 am-5 pm]","https://lh5.googleusercontent.com/p/AF1QipNN89LkrZPRDEW1WprPlqStySMH2LDaT9stul-y=w115-h92-k-no","4162335300371732086","0x6ad6427055555555:0x39c395e716b9d676","ChIJVVVVVXBC1moRdta5FueVwzk","/g/1td_btr8"
"Ballarat Wildlife Park","Park with many native mammals, exotic reptiles & hands-on encounters (fee) with photo souvenirs.","250 Fussell St, Ballarat East VIC 3350 (No entry on, Richards St), Ballarat East VIC 3350","250 Fussell St, Ballarat East VIC 3350 (No entry on, Richards St)","Ballarat East VIC 3350","Wildlife park, Tourist attraction, Wildlife Sanctuary, Zoo","Service options: [On-site services], Accessibility: [Wheelchair-accessible entrance], Amenities: [Picnic tables, Public toilet], Planning: [Getting tickets in advance recommended], Children: [Good for kids]","4RJ5CVJV+33","Australia/Melbourne",,,,,"(03) 5333 5933","(03) 5333 5933, +61 3 5333 5933","YES","Ballarat Wildlife Park (owner)","103707706774609642446","https://www.google.com/maps/contrib/103707706774609642446","","",4055,4.6,"https://search.google.com/local/reviews?placeid=ChIJc1lpBJ9F0WoRMOFCFKV5BQ8&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=1082405035368964400","https://www.google.com/search?kgmid=/m/0cc7z44",-37.5698571,143.8927498,"http://www.wildlifepark.com.au/","wildlifepark.com.au","Thursday: [9 am-5 pm], Friday: [9 am-5 pm], Saturday: [9 am-5 pm], Sunday: [9 am-5 pm], Monday: [9 am-5 pm], Tuesday: [9 am-5 pm], Wednesday: [9 am-5 pm]","https://lh5.googleusercontent.com/p/AF1QipOlc8KqGJ0pncIqLwsBndQeK0YYV06_ygPhoMXa=w127-h92-k-no","1082405035368964400","0x6ad1459f04695973:0xf0579a51442e130","ChIJc1lpBJ9F0WoRMOFCFKV5BQ8","/m/0cc7z44"
"Animals of Oz",,"Officer VIC 3809","Officer VIC 3809","","Zoo","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Planning: [Getting tickets in advance recommended], Children: [Good for kids]","4RH7WCQ5+F7","Australia/Melbourne",,,,,,"","YES","Animals of Oz (owner)","112721049578125549497","https://www.google.com/maps/contrib/112721049578125549497","","",10,5,"https://search.google.com/local/reviews?placeid=ChIJy4pwQdEd1moRb7GVvLndG-Q&q=zoo&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16436975054821372271","https://www.google.com/search?kgmid=/g/11rtsr74t4",-38.0613284,145.4081577,"https://www.animalsofoz.com.au/","animalsofoz.com.au","Thursday: [8 am-6 pm], Friday: [8 am-6 pm], Saturday: [8 am-6 pm], Sunday: [8 am-6 pm], Monday: [8 am-6 pm], Tuesday: [8 am-6 pm], Wednesday: [8 am-6 pm]","https://lh5.googleusercontent.com/p/AF1QipOowIPn38FoQevW7rTfnHPPqy-KSTmMokN5CNNd=w92-h92-k-no","16436975054821372271","0x6ad61dd141708acb:0xe41bddb9bc95b16f","ChIJy4pwQdEd1moRb7GVvLndG-Q","/g/11rtsr74t4"
